full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai Kedu berada di Kalianda, lokasinya tidak jauh dari jalan utama. Tiketnya memang agak pricey, tapi sebanding sama pantainya yang bersih. Didalamnya ada warung yang menyediakan jajanan ataupun minuman. Jika ingin duduk di saung, ada biaya tambahan lagi ya. Saran saya bisa bawa tikar atau karpet plastik dari rumah."
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Cakep bangett pantainya guys, senjanya bagus klo dapet waktu yg gak pas (ga mendung & hujan) pasirnya putih bersih, ombaknya ngeri tapi, tidak recommended buat mandi nanti kebawa ombak trus meninggoy :("
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Rekomendit banget.panorama alam gunilung dan pantai jadi satu,bisa melihat sunset,petugas ramah. Kalau siang tidak panas banyak pohon rindang nya."
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempat rekreasi keluarga, cocok untuk datang dan menikmati pemandangan laut.. salah satu rekomendasi hiburan pantai di Lampung"
Pantai Kedu Kalianda | Rating: 1 | Komentar: Pengelola tidak ramah
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempatnya luas banget, bagus, bisa buat camp juga"
Pantai Kedu Kalianda | Rating: 4 | Komentar: Pantai dan ombak nya besar ya main air bileh mandi jangan yaaaaa
"Pantai Kedu Kalianda | Rating: 5 | Komentar: salah satu saran destinasi wisata buat kumpul sama keluarga, cocok banget juga buat bawa anak kecil dan harga masuknya juga ga terlalu mahal"
"Pantai Kedu Kalianda | Rating: 4 | Komentar: Pantai bersih n indah, harga tiket cukup terjangkau, banyak pohon jadi teduh ... Cuma masalahnya gubuk2 harus bayar lumayan mahal sama fasilitas kamar mandi yg harus bayar setiap kali masuk ... Untuk gubuk masih okelah bayar Krn terbatas n gak rebutan bagi pengunjung tapi untuk fasilitas kamar mandi klo hrs bayar tiap kali masuk kurang pas aja ... Seharusnya bayar tiket udah termasuk semua"
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempat enak buat nyantai sore hari. Harga tiket masuk murah meriah, banyak jajanan. Akses mudah di jangkau "
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai nya bagus, tiket masuk di hitung permotor saja 15 ribu rupiah"
"Pantai Kedu Kalianda | Rating: 4 | Komentar: Dinisi dapat lahan parkir yg luas
namun pantainya ngak se rapih pantai sebelahnya lah"
Pantai Kedu Kalianda | Rating: 2 | Komentar: pantai nya bagud
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantainya masih asri,suasana nyaman,makanan standar,gazebo gratis..lebih asri dan syahdu jika live musik ditiadakan"
Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai rekomen untuk liburan saat mudik lebaran di lampung
Guci Batu Kapal Beach | Rating: 5 | Komentar: Pantainya masih bersih...tiket masuk murah
Guci Batu Kapal Beach | Rating: 5 | Komentar: MANTAPPP PANTAINYA ADEM
"Guci Batu Kapal Beach | Rating: 5 | Komentar: PANTAI NYA MANTAP
PASIRNYA HITAM"
Guci Batu Kapal Beach | Rating: 5 | Komentar: Bagusss dan alami
"Guci Batu Kapal Beach | Rating: 5 | Komentar: Tempat healing ternyaman, tdk panas, alami dan bebatuannya keren.."
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Tempat nya alami,sejuk.tidak cocok buat berenang.karena ombak besar dan banyak bebatuan."
"Guci Batu Kapal Beach | Rating: 5 | Komentar: comfortable place, cheap price, quiet, luxurious view, favorite beach, recomended! -since 2016"
Guci Batu Kapal Beach | Rating: 4 | Komentar: Suka
"Guci Batu Kapal Beach | Rating: 5 | Komentar: Tempatnya bagus, murah, tp tidak terlalu luas"
"Guci Batu Kapal Beach | Rating: 5 | Komentar: Mencari ketenangan, bisa mandi2 dan murah meriah ya disini"
"Guci Batu Kapal Beach | Rating: 4 | Komentar: pantai dengan ombak besar dan batu karang. sangat sejuk, karena di sekeliling nya masih alami dan ada cottage nya"
Guci Batu Kapal Beach | Rating: 5 | Komentar: Sejuk
Guci Batu Kapal Beach | Rating: 1 | Komentar: Banyak karang
Guci Batu Kapal Beach | Rating: 3 | Komentar: Salah satu objek wisata di Lampung Selatan
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Pantai guci batu kapal cocok buat santai,camping,tiket masuk rp 15000"
Guci Batu Kapal Beach | Rating: 4 | Komentar: lumayan bersih pantainya.....
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Tempat enak teduh, pantainya beda dri yg lain. Akses aja rada sempit"
Guci Batu Kapal Beach | Rating: 3 | Komentar: Refresing karo anak bojo
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Indah, sejuk, akses jalan kurang bagus"
Guci Batu Kapal Beach | Rating: 3 | Komentar: Pantai alami
Guci Batu Kapal Beach | Rating: 5 | Komentar: Tempat yang cocok untuk camping dan liburan bersama keluarga/sahabat
Guci Batu Kapal Beach | Rating: 3 | Komentar: Jalan masuknya tidak kondusif banget.
"Guci Batu Kapal Beach | Rating: 5 | Komentar: Indah, udaranya juga enak alami banget ,cuman yang jualan mkanan nya masih sedikit"
Guci Batu Kapal Beach | Rating: 5 | Komentar: Rekreasi pantai semukuk
Guci Batu Kapal Beach | Rating: 4 | Komentar: Pantainya masih alami udaranya masih seger banyak pepohonan pokoknya asyik buat kita yang suka Jarambah
Guci Batu Kapal Beach | Rating: 5 | Komentar: Menangkap?
Guci Batu Kapal Beach | Rating: 5 | Komentar: Bersih
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Pantainya lumayan bersih, sayang banyak karangnya. Jalan perlu diperbaiki lagi."
Guci Batu Kapal Beach | Rating: 5 | Komentar: Tempat yang bagus
Guci Batu Kapal Beach | Rating: 4 | Komentar: Tempat yang damai nan asri cocok untuk menikmati sunset
Guci Batu Kapal Beach | Rating: 3 | Komentar: Pantai nya keren
Guci Batu Kapal Beach | Rating: 4 | Komentar: Saya sedang berada disini mnikmati sunset
"Guci Batu Kapal Beach | Rating: 4 | Komentar: Pantai yg alami bersih indah dan aman..
Pantai ini adalah salah satu area campibg & wisata"
Rio By The Beach | Rating: 5 | Komentar: Tempat nya nyaman harganya terjangkau pelayanan nya ramah
"Rio By The Beach | Rating: 1 | Komentar: Pantai jelek, pusing gw di pantai Rio,mana mahal lagi"
"Rio By The Beach | Rating: 5 | Komentar: not bad, tp aku lupa klo waktu dtg itu cuti bersama. jadinya rame bgt huhu"
Rio By The Beach | Rating: 5 | Komentar: Keren
"Rio By The Beach | Rating: 4 | Komentar: Pantai bagus, ombak cukup besar, akses jalan masih ada sekitar 3 km jalan kampung yg masih kurang bagus perkerasannya..."
"Rio By The Beach | Rating: 4 | Komentar: Parkiranya gersang,,di luar gak ada warung nasi dan rokok.....semoga di luar segera di buat kantin"
Rio By The Beach | Rating: 5 | Komentar: Pantainya indah..
"Rio By The Beach | Rating: 5 | Komentar: Tidak cocok untuk mandi, tetapi untuk anak2 merasalan sensasi ombak boleh lah...."
"Rio By The Beach | Rating: 2 | Komentar: Jalan ny masih jelek, di pasir juga banyak sampah harga 40 rb si gak worrh it banget.
Bean bag ny banyak yg uda kempesss juga.

Dari palembang iseng sbelom ke jkt mao mampir ke pantai, ehh malah jadi trauma.
Ada suami istri maen dudukin bangku yg ada di pondok tempat sy lagi pakai.
Kebetulan yg lain lagi ke pantai, cuma ada sendal"" aja di bawah bale ny dan 1 org yg nunggu di situ.
Ehhh maen di pake aja, minuman yg di atas bale maen di buang aja. Di tegor bukan ny bilang sory malah nyolotin, malah bilang gantian. Gantian kalau saya mao pulang gpp, atau kalo emang terpaksa ya ngomong yg sopan donk."
Rio By The Beach | Rating: 4 | Komentar: Jalan masuknya masih jelek..
"Rio By The Beach | Rating: 4 | Komentar: Pemandangannya cakep bgt. Pasir putih dan bulirnya lembut. Salah timing ke sini nyampe jam 11 beuh puanass poll tp bocil tetep happy main air. Tp emang sepi kalau siang hehe.

Akses ke lokasi masih ada jalan yg rusak sekitar 2 km. Kmrn tenant yg jual makan terbatas. Tempat bilas dan kamar mandi bersih.
Ombaknya besar bgt jd terbatas utk renang tp anak suka sensasi badan kena ombak besar."
Rio By The Beach | Rating: 5 | Komentar: Pantainya bagus tapi jalan akses menuju pantai masih kurang bagus
"Rio By The Beach | Rating: 4 | Komentar: Harga tiketnya 40rb. Parkirannya sedikit jauh dari pantai karna lokasi pantainya menuruni tebing. Pantainya bersih, pengelolaan pantai cukup baik. Untuk tipe pantainya tanpa pepohonan jadi cenderung panas walaupun ada spot2 tempat duduk dari rotan dan beratap, lebih cocok untuk yg pengen berjemur.
Fasilitas toilet dan tempat bilas baik, tapi air ditempat bilas lumayan kecil dan tidak ada tempat gantungan baju.
Fasilitas musholla besar, tapi tempat wudhu wanita kurang tertutup. Kalau bisa dikasih pembatas lagi biar tidak terlihat dari jalan.
Kalau mau mandi di pantai bisa tapi tetap disekitar bibir pantai saja."
Rio By The Beach | Rating: 4 | Komentar: Good
"Rio By The Beach | Rating: 2 | Komentar: 1. View pantai nya bagus..pasir nya jg lembut tdk bnyk karang
2. Overpriced dgn harga 40rb per org namun fasilitas air bersih tidak memadai
3. Jalan menuju ke lokasi super duper JELEK.."
"Rio By The Beach | Rating: 4 | Komentar: Seru, anak"" suka. Pantai lebar n landai. Banyak fasilitasnya, tinggal bawa bekel n tiker.
Makanan juga ga over price.

Tempat bilas aja kurang banyak n sayang airnya asin juga.

Jalan masih ada yg rusak, semoga kedepan bisa di aspal"
"Rio By The Beach | Rating: 1 | Komentar: - sangat tidak direkomendasikan apalagi untuk lansia dan ibu hamil karena setelah melewati kasir kita masih harus melewati jalan yang curam sekitar 50 meteran untuk menuju ke pantainya
- Tempat berteduhnya dikit, gersang dan semua fasilitas tidak sesuai dengan harga tiket masuknya yang mahal 40k. Mendingan saya ke MBeach aja lebih bagus, bersih, dan tidak adem banget
- jalan menuju pantainya sangat jelek masih tanah dan batu terus jauh banget. Jika sudah menetapkan harga tiket masuk yang mahal setidaknya dibenerin dulu jalannya.

POKOKNYA TIDAK DI REKOMENDASIKAN KARNA JELEK BANGET AKSES DAN FASILITASNYA. UNTUK PENGUNJUNG YANG INGIN KESANA JANGAN KEMAKAN SAMA PROMOSINYA DI MEDIA SOSIAL YA..."
"Rio By The Beach | Rating: 3 | Komentar: Kurang karena petugas shuttlle ga ada padahal bawa balita , terus toilet dan kamar bilas kotor"
Rio By The Beach | Rating: 5 | Komentar: Pantainya bersih dan indah
"Rio By The Beach | Rating: 1 | Komentar: Jalannya parah sempit parah, mending tutup dulu kalo belum bener jalannya"
"Rio By The Beach | Rating: 3 | Komentar: Pantai nya oke, tiket 40k/orang setidak nya sampah yang di bibir laut di ambilin sama penjaga, dan terutama harus mempekerjakan tukang jaga parkir yang jujur dan amanah, tanggal 5 Juni 2025, parkir motor saya ketinggalan vave di dasboard, pulang saya tanya ke tukang parkir gak liat karna pas pulang tukang parkirnya sudah beda orang, kurang amanah aja bagi saya kalo sampe ada yang ketinggalan HP terus mereka gak ngaku nemu barang, ini disengaja berarti semua motor dashboard nya di cuekin 1 1 kalo ada barang berharga di motor diambil sama mereka, saya tanya jawaban pertama dari kang parkir tidak lihat dan vave itu apa, jman sekarng orang gk tau roko elektrik serasa pembodohan ditanya ke 2 kalinya bilng tidak ada sambel ngoceh senyum senyum di belakang kocak tukang parkir nya gak amanah jagain barang orang"
Rio By The Beach | Rating: 5 | Komentar: Mantaps
Rio By The Beach | Rating: 5 | Komentar: Sangat luar biasa pemandangan maupun pelayanan nya
"Rio By The Beach | Rating: 5 | Komentar: Pantai yg sgt indah & keren, dgn air laut berwarna degradasi biru ke hijau..dgn fasilitas yg msh dibangun"
"Rio By The Beach | Rating: 5 | Komentar: nice view, owner akses menuju pangainya di perbaiki biar lebih bagus"
"Rio By The Beach | Rating: 5 | Komentar: Akses ke bawah lumayan jauh tapi ada jalan tangga menuju ke bawah, ada kendaraan khusus yang mengsntar pengunjung ke bawah ataupun naik ke atas, tiket masuk 40rb, anak 1 tahun masih free, parkir free juga, ombak cukup besar, untuk wisatawan tetap harus hati-hati jika berenang, penjaga pantainya fast respon, selalu mengawasi wisatawan,"
Rio By The Beach | Rating: 5 | Komentar: Kerennnn....bersih dan pasirnya sangat lembut
"Rio By The Beach | Rating: 5 | Komentar: Vibesnya ok, ramah untuk lansia karena disediakan buggy car untuk akses ke pantai, tempat bilas & toilet gak dikenakan biaya. Besttt"
"Rio By The Beach | Rating: 5 | Komentar: Amazing, clean, and beatiful cinery..."
"Rio By The Beach | Rating: 3 | Komentar: Butuh perjuangan dg masuk jalan setapak nya dg kondisi offRoads !
Butuh kesabaran dg mendapatkan pengalaman
Cuman tuhan yg tau karena semaunya kembali dg ciptaannya '"
"Rio By The Beach | Rating: 5 | Komentar: Pantai yg bersih dengan pasir putihnya, walau jalan masuknya masih bebatuan, tapi terobati dengan tempatnya yg ala ala hawai, tiket masuk"
"Rio By The Beach | Rating: 5 | Komentar: Salah satu pantai di Lampung yg pasirnya bersih dan cantik.
Untuk fasilitas nya jg Ok, musholla nya nyaman Krn untuk laki2 dan perempuan di terpisah bangunan nya"
"Rio By The Beach | Rating: 5 | Komentar: Tempatnya bagus, sayang jalan menuju lokasi masih tahap perbaikan.karcis masuk 40 rb per orang..pasirnya putih"
"Rio By The Beach | Rating: 1 | Komentar: baru mau masuk aja akses jalan nya jelek banyak bolong nya perbaikan juga, udah gitu yang paling ngeselin panas nya pantai macam apa ini gaada ditanem pohon cuman beberapa kelapa aja, aneh, harga nya botol aja satu 10, belum lagi jajanan lain ga worth it mending ke pantai lain yang sejuk"
Rio By The Beach | Rating: 4 | Komentar: Good place to spend afternoon
"Rio By The Beach | Rating: 5 | Komentar: Lumayanlah,, cuma agak sedikit usang, dan tempat bermain anak nya masih dalam perbaikan"
Rio By The Beach | Rating: 5 | Komentar: Bagus pantai ny
Rio By The Beach | Rating: 5 | Komentar: Keren
"Rio By The Beach | Rating: 4 | Komentar: Pantai pasir putih..
jujur pantainya bagus banget, cuman sayangnya karna saat itu dateng dihari weekend jadi penuh dan rame banget.
apalgi disitu tuh konsepnya kayak ke wahana aja lu beli tiket masuk udah bebas mau kemana dan ngapain ngga ada minimum speend nya.
jadi agak susah buat cari kursi.
btw minuman nya juga mahal kemaren gw beli beer (1 kaleng harganya 65rb btw) terus gw ngga dikasih struk pembelian.
pokoknya gw beli 1 mineral 1 beer 1 hydrococo (duit 100rb kembalian 10rb aja)"
"Rio By The Beach | Rating: 4 | Komentar: Pantainya bersih
Pegawainya ramah,
Motor darurat untuk lansia gratis
Tempat bilas luas
Semua vasilitas gratis
Penjaga pantai sigap seperti mata elang, selalu memberi peringatan saat ada ombak besar.
Catt : kurangnya pohon pelindung dr terik matahari.
Dan buat yg gak bisa berenang,mandi nya d pinggir aja."
"Rio By The Beach | Rating: 1 | Komentar: pernah kehilangan sandal saat pengunjung masih sepi. managemen gak bertanggung jawab. gak berani buka cctv.
gak cocok buat anak"""
"Rio By The Beach | Rating: 4 | Komentar: Pantainya bagus, lokasinya agak pelosok gitu, akses buat motor agak susah karena jalannya bebatuan. Biaya masuknya agak mahal, penitipan helm juga bayar"
Rio By The Beach | Rating: 2 | Komentar: Panasnya ruar biasa...
"Rio By The Beach | Rating: 3 | Komentar: Tiket 40rb masih mahal.
Akses jalan masuk berbatu, pesisir pantai banyak sampah."
"Rio By The Beach | Rating: 5 | Komentar: Good accomodation,beautifull view. But no area safe for kids to swim..even adult."
Rio By The Beach | Rating: 5 | Komentar: masyaallah bagus pwoll  pokonya harus kesinii!!
Rio By The Beach | Rating: 5 | Komentar: Ada mobil pengantar dari atas ke bawah untuk lansia karna jaral dark gate masuk/loket tiket cukup jauh dan tanjakan/turunan
"Rio By The Beach | Rating: 3 | Komentar: saran sih : Speakernya beli yang bagusan dikit dong. jumlah pengunjung harus sesuai dengan tempat yang tersedia. Kecuali mau panas2an dan membawa alas atau tikar dan payung gede sendiri. Kalau perlu di beri nomor dimana dapat tempatnya.

Sudah datang jauh2 dan harga tiket masuknya lumayan ya. Rame banget kepala orang semua niatnya mau chill jadi WAR TEMPAT UNTUK DUDUK ATAU ISTIRAHAT.

Dan baru tau boleh bawa makanan dari luar. Padahal disana ada tempat makan dan minuman yg bagus kok.

Dan tolong bagi pengunjung. Pantainya sudah bagus harus sadar diri dengan sampah ya. Jangan buang sampah sembarang kalau malas dikumpulin sampahnya masukin ke kantong! Datang dalam ke adaan bersih, kalau pulang juga harus bersih. Jadi untuk orang selanjutnya untuk menempatinya NYAMAN.
Walaupun ada petugas yang berputar membersihkannya.

Pantainya bagus lautnya biru."
Rio By The Beach | Rating: 5 | Komentar: seruu ada gym nya
Rio By The Beach | Rating: 5 | Komentar: Bagus lokasi buat keluarga liburan
"Rio By The Beach | Rating: 5 | Komentar: Kemarin bawa bekel ke sana.
Lokasi sesuai maps. Untuk kontur jalan dari Jalan Lintas Sumatera sampai lokasi berbatu dan tidak aspal, tanjakan dan turunan tidak ada lampu jalan kecuali di area perkampungan warga. Sebelum sampai lokasi, kita akan melewati palang tiket parkir. Dari loket parkir tersebut, jalannya sudah beton.
Parkir nyaman, ada yang mengarahkan. Helm dan barang bawaan dititip ke pos dengan bayar jasa 10k. Tiket masuk ke pantai 40k per orang.

Pantainya bersih dengan pasir putih yang halus dan laut yang hijau zamrud. Ada penjaga pantainya.
Pukul 6 sore sudah tidak boleh berenang."
"Rio By The Beach | Rating: 5 | Komentar: Pasirnya halus, bean bag nya ga bayar, makanannya enak, pantainya bersih"
Rio By The Beach | Rating: 5 | Komentar: Top 
Rio By The Beach | Rating: 5 | Komentar: Mantap
"Rio By The Beach | Rating: 4 | Komentar: Area pantai luas, tidak disarankan untuk berenang karena ombak terlalu besar.
Pantai kurang bersih, mungkin karena dalam tahap pengembangan atau sampah dari laut. Ke depan sebaiknya pengelolaan sampah diperhatikan sehingga lebih nyaman. Pohon juga tidak banyak, pantai terkesan panas. Tunggu sore bisa lihat sunset.
Tiket masuk 40.000 per orang."
Rio By The Beach | Rating: 5 | Komentar: Salah satu list wajib jika ke Lampung
Rio By The Beach | Rating: 5 | Komentar: Hanya aja belum ada wastafel di area untuk cuci tangan
"Rio By The Beach | Rating: 1 | Komentar: Tgl 11 mei 2025 tepat dengan libur panjang, sya sekeluarga kesana, sampai pintu masuk pertama menuju Rio beach, Marina beach,arang beach, sudah mengalami kendala jalan yang rusak dan sedang melakukan cor beton jam 3 sorean mobil yang mau masuk pantai, harus menunggu truk loading cor semen.
Jadi kalo mau ke 3 pantai tersebut tidak rekomendasi di hari libur panjang
Hati2 umur beton ridig masih baru jadi belum bisa dilalui"
"Rio By The Beach | Rating: 5 | Komentar: Nice view, the staffs were nice, they clean the beach periodically. There were some of lifeguards with life vest and safety equipments. Shuttle car is available for pregnant women and elderly."
Pantai Wisata Tanjung Tua | Rating: 4 | Komentar: Bagus
Pantai Wisata Tanjung Tua | Rating: 5 | Komentar: Maduran weekday
Pantai Wisata Tanjung Tua | Rating: 5 | Komentar: liburan mwnghilangkan stres dari kerja
